Best solution in generation 10 is: x = [9, 10, 1, 11, 10, 3, 8, 4, 5, 4, 3, 5, 1, 5, 6, 3, 2, 6, 4, 10, 5, 10, 1, 7, 11, 6, 9, 7, 7, 8, 6, 9, 11, 10, 5, 3, 7, 10, 9, 6, 1, 9, 4, 1, 3, 2, 10, 8, 1, 10, 10, 3, 11, 10, 3, 6, 1, 1, 6, 9, 2, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 6, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 2, 2, 8, 3, 3, 9, 8, 9, 3, 9, 11, 11, 2, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.0483601627595677
Best solution in generation 11 is: x = [9, 10, 1, 4, 10, 3, 8, 4, 5, 4, 3, 5, 1, 5, 6, 3, 2, 6, 4, 10, 5, 10, 1, 7, 11, 6, 9, 7, 7, 8, 6, 9, 11, 10, 5, 3, 7, 10, 9, 6, 1, 9, 4, 1, 3, 2, 10, 8, 1, 10, 10, 3, 11, 10, 3, 6, 1, 1, 6, 9, 2, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 6, 9, 10, 7, 9, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 6, 2, 8, 3, 3, 9, 8, 9, 3, 9, 11, 11, 2, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.049698751094422365
Best solution in generation 12 is: x = [9, 10, 1, 4, 10, 3, 8, 4, 5, 4, 3, 5, 1, 5, 6, 3, 2, 6, 4, 10, 5, 10, 1, 7, 11, 6, 9, 7, 7, 8, 6, 9, 11, 10, 5, 3, 7, 10, 9, 6, 1, 9, 4, 1, 3, 2, 10, 8, 1, 10, 10, 3, 11, 10, 3, 6, 1, 1, 6, 9, 2, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 6, 9, 10, 7, 9, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 6, 2, 8, 3, 3, 9, 8, 9, 3, 9, 11, 11, 2, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.049698751094422365
Best solution in generation 13 is: x = [9, 10, 1, 11, 10, 3, 8, 4, 5, 4, 3, 5, 1, 5, 6, 3, 2, 6, 4, 10, 5, 10, 1, 7, 11, 6, 9, 7, 7, 8, 6, 9, 11, 10, 5, 3, 7, 10, 9, 6, 1, 9, 4, 1, 3, 2, 10, 8, 1, 10, 10, 3, 11, 10, 3, 6, 2, 1, 6, 9, 2, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 5, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 2, 2, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 2, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.05120366501760391
Best solution in generation 14 is: x = [9, 10, 1, 4, 10, 3, 8, 4, 5, 4, 3, 5, 1, 5, 6, 3, 2, 6, 4, 10, 5, 10, 1, 7, 11, 6, 9, 7, 7, 8, 6, 9, 11, 10, 5, 3, 7, 10, 9, 6, 1, 9, 4, 1, 3, 11, 10, 8, 1, 10, 10, 3, 11, 10, 3, 6, 2, 1, 6, 9, 2, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 6, 9, 10, 7, 9, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 6, 2, 8, 3, 3, 9, 8, 9, 3, 9, 11, 11, 2, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.05329803682581598
Best solution in generation 15 is: x = [9, 10, 1, 11, 10, 3, 8, 4, 5, 4, 3, 5, 1, 5, 6, 3, 2, 6, 4, 10, 5, 10, 1, 7, 11, 6, 9, 7, 7, 8, 6, 9, 11, 10, 5, 3, 5, 2, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 1, 1, 6, 9, 2, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 5, 5, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 2, 2, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 2, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.054201517421607524
Best solution in generation 16 is: x = [9, 10, 1, 11, 10, 3, 8, 4, 5, 4, 3, 5, 1, 5, 6, 3, 2, 6, 4, 10, 5, 10, 1, 7, 11, 6, 9, 7, 7, 8, 6, 9, 11, 10, 5, 3, 5, 2, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 1, 1, 6, 9, 2, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 5, 5, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 2, 2, 8, 3, 3, 9, 8, 5, 3, 7, 11, 11, 2, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.055030484153828656
Best solution in generation 17 is: x = [9, 10, 1, 11, 10, 3, 8, 4, 5, 4, 3, 5, 1, 5, 6, 3, 2, 6, 4, 10, 5, 10, 1, 7, 11, 6, 9, 7, 7, 8, 6, 9, 11, 10, 5, 3, 5, 2, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 1, 1, 6, 9, 2, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 5, 5, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 3, 7, 1, 11, 3, 2, 2, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 2, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.055574701478834185
Best solution in generation 18 is: x = [9, 10, 1, 11, 10, 3, 8, 4, 5, 4, 3, 5, 1, 5, 9, 3, 2, 6, 4, 10, 5, 10, 3, 7, 11, 6, 10, 7, 7, 8, 6, 9, 11, 10, 5, 3, 5, 2, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 1, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 5, 5, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 2, 2, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 2, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.055786267627186054
Best solution in generation 19 is: x = [9, 10, 1, 4, 10, 3, 8, 4, 5, 4, 3, 5, 1, 5, 6, 6, 2, 6, 4, 10, 5, 10, 1, 7, 11, 6, 9, 7, 7, 8, 6, 9, 11, 10, 5, 3, 7, 10, 9, 6, 1, 9, 4, 1, 3, 11, 10, 8, 1, 10, 10, 3, 11, 10, 3, 6, 2, 1, 6, 9, 2, 4, 11, 7, 4, 2, 7, 10, 7, 2, 11, 10, 11, 10, 3, 6, 9, 10, 7, 9, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 6, 2, 8, 3, 3, 9, 8, 9, 3, 9, 11, 11, 2, 3, 4, 4, 10, 3, 8, 9, 4] f(x) = 0.05666712794296509
Best solution in generation 20 is: x = [9, 10, 1, 11, 10, 3, 8, 4, 5, 4, 3, 5, 1, 5, 9, 3, 2, 6, 4, 10, 5, 10, 3, 7, 11, 6, 9, 7, 7, 8, 6, 9, 11, 10, 5, 3, 5, 2, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 1, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 5, 5, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 2, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.057814109200067305
Best solution in generation 21 is: x = [9, 10, 1, 11, 10, 3, 8, 4, 5, 4, 3, 5, 1, 5, 9, 3, 10, 6, 4, 10, 5, 10, 3, 7, 11, 6, 9, 7, 7, 8, 6, 9, 11, 10, 5, 3, 5, 2, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 1, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 5, 5, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 2, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.058785450635896186
Best solution in generation 22 is: x = [9, 10, 1, 11, 10, 3, 8, 4, 5, 4, 3, 5, 1, 5, 9, 3, 2, 6, 4, 10, 5, 10, 7, 7, 11, 6, 9, 7, 7, 8, 6, 9, 11, 10, 5, 3, 5, 2, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 1, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 5, 5, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 2, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.05984594258706834
Best solution in generation 23 is: x = [9, 10, 1, 11, 10, 3, 8, 9, 10, 4, 3, 5, 1, 5, 9, 3, 10, 6, 4, 10, 5, 10, 3, 7, 11, 6, 9, 7, 7, 6, 6, 9, 11, 10, 5, 3, 5, 2, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 1, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 5, 5, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 2, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.06242066269436832
Best solution in generation 24 is: x = [9, 10, 1, 11, 10, 3, 8, 9, 10, 4, 3, 5, 1, 5, 9, 3, 10, 6, 4, 4, 5, 10, 3, 7, 11, 6, 9, 7, 7, 6, 6, 9, 11, 10, 5, 3, 5, 2, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 1, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 2, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.06387900545281835
Best solution in generation 25 is: x = [9, 10, 1, 11, 10, 3, 8, 9, 10, 4, 3, 5, 1, 5, 9, 3, 10, 6, 4, 4, 5, 10, 3, 7, 11, 6, 9, 7, 7, 6, 6, 9, 11, 10, 5, 3, 7, 10, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 1, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 3, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.06477716362978345
Best solution in generation 26 is: x = [9, 10, 1, 11, 10, 3, 8, 9, 10, 4, 3, 5, 1, 5, 9, 3, 10, 6, 4, 4, 5, 10, 3, 7, 11, 6, 9, 7, 7, 6, 6, 9, 11, 10, 5, 3, 7, 10, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 1, 1, 6, 9, 3, 4, 11, 7, 4, 1, 7, 10, 7, 2, 7, 10, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 3, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.06531339732654927
Best solution in generation 27 is: x = [9, 10, 1, 11, 10, 3, 8, 9, 10, 4, 3, 5, 1, 5, 9, 3, 10, 6, 4, 4, 5, 10, 3, 7, 11, 6, 9, 7, 7, 6, 6, 9, 11, 10, 5, 3, 7, 10, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 1, 1, 6, 9, 3, 4, 11, 7, 4, 1, 7, 10, 7, 2, 7, 10, 11, 10, 3, 1, 9, 10, 7, 4, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 3, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.06593745093395173
Best solution in generation 28 is: x = [9, 10, 9, 11, 10, 3, 8, 9, 10, 4, 3, 5, 1, 5, 9, 3, 10, 6, 4, 4, 5, 10, 3, 7, 11, 6, 9, 7, 7, 6, 6, 9, 11, 10, 10, 3, 5, 10, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 4, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 3, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.06646703160718447
Best solution in generation 29 is: x = [9, 10, 9, 11, 10, 3, 8, 9, 10, 4, 3, 5, 1, 5, 9, 3, 10, 6, 4, 4, 5, 10, 10, 7, 11, 6, 9, 7, 7, 6, 6, 9, 11, 10, 10, 3, 5, 10, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 5, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 3, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.06945956159236162
Best solution in generation 30 is: x = [9, 10, 9, 11, 10, 3, 8, 9, 10, 4, 3, 5, 1, 5, 9, 3, 10, 6, 4, 4, 5, 10, 10, 7, 11, 6, 9, 7, 7, 6, 6, 9, 11, 10, 10, 3, 5, 10, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 3, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 5, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 3, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.07080214174133617
Best solution in generation 31 is: x = [9, 10, 9, 11, 10, 3, 8, 9, 10, 4, 3, 5, 1, 5, 9, 3, 10, 6, 4, 4, 5, 10, 10, 7, 11, 6, 9, 7, 7, 6, 6, 9, 11, 10, 10, 3, 5, 10, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 3, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 5, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 3, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.07080214174133617
Best solution in generation 32 is: x = [9, 10, 9, 11, 10, 3, 8, 9, 10, 4, 3, 5, 1, 5, 9, 3, 10, 6, 4, 4, 5, 10, 10, 7, 11, 6, 9, 7, 7, 6, 6, 9, 11, 10, 10, 3, 5, 10, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 3, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 5, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 3, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.07080214174133617
Best solution in generation 33 is: x = [9, 10, 9, 11, 10, 3, 8, 9, 10, 4, 3, 5, 1, 1, 9, 3, 10, 6, 4, 4, 5, 10, 10, 7, 2, 6, 9, 7, 7, 6, 6, 9, 11, 10, 10, 3, 5, 10, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 9, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 5, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 6, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.07302425160138314
Best solution in generation 34 is: x = [9, 10, 9, 11, 10, 3, 8, 9, 10, 4, 3, 5, 1, 5, 9, 3, 9, 6, 4, 4, 5, 10, 10, 7, 11, 6, 9, 7, 7, 6, 6, 9, 11, 10, 10, 3, 5, 10, 9, 6, 11, 9, 4, 1, 3, 2, 10, 8, 1, 10, 5, 3, 3, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 10, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 5, 4, 11, 3, 6, 2, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 3, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.07355782408873579
Best solution in generation 35 is: x = [9, 10, 9, 11, 10, 3, 8, 9, 10, 4, 3, 5, 1, 1, 9, 3, 10, 6, 4, 4, 5, 10, 10, 7, 2, 6, 9, 7, 7, 6, 6, 9, 11, 10, 10, 3, 5, 10, 9, 6, 11, 9, 4, 9, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 9, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 5, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 6, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.07525833690378968
Best solution in generation 36 is: x = [9, 10, 9, 11, 10, 3, 8, 9, 10, 4, 3, 5, 1, 1, 9, 3, 10, 6, 4, 4, 5, 10, 10, 7, 2, 6, 9, 7, 7, 6, 6, 9, 11, 10, 10, 3, 5, 10, 9, 6, 11, 9, 4, 9, 3, 2, 10, 8, 1, 10, 5, 3, 11, 10, 3, 6, 8, 1, 6, 9, 3, 4, 11, 7, 4, 2, 7, 10, 7, 2, 7, 9, 11, 10, 3, 1, 9, 10, 7, 2, 3, 3, 6, 1, 3, 2, 3, 11, 4, 4, 5, 4, 11, 3, 2, 7, 8, 3, 3, 9, 8, 5, 3, 9, 11, 11, 6, 3, 9, 4, 10, 3, 8, 9, 4] f(x) = 0.07525833690378968
