Best solution in generation 13 is: x = [9, 10, 5, 1, 2, 10, 10, 9, 5, 9, 4, 11, 2, 7, 5, 3, 5, 7, 4, 4, 7, 11, 10, 10, 1, 11, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 1, 4, 1, 2, 5, 1, 4, 7, 6, 2, 1, 1, 1, 3, 9, 7, 3, 3, 4, 4, 4, 7, 9, 8, 11, 1, 9, 9, 3, 9, 1, 6, 2, 9, 5, 1, 6, 1, 3, 3, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 8, 1, 9, 10, 3, 8, 2, 8, 7, 6, 3, 1, 11, 6, 3, 5, 7, 7] f(x) = 0.05868568137761547
Best solution in generation 14 is: x = [9, 10, 5, 1, 2, 10, 10, 9, 5, 9, 4, 11, 2, 7, 5, 3, 5, 7, 4, 4, 7, 11, 10, 10, 1, 11, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 1, 4, 1, 2, 5, 1, 4, 7, 6, 2, 1, 1, 1, 3, 9, 7, 3, 3, 4, 4, 4, 7, 9, 8, 11, 1, 9, 9, 3, 9, 1, 6, 2, 9, 5, 1, 6, 1, 3, 3, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 8, 1, 9, 10, 3, 8, 2, 8, 7, 6, 3, 1, 11, 6, 3, 5, 7, 7] f(x) = 0.05868568137761547
Best solution in generation 15 is: x = [9, 10, 5, 4, 2, 10, 10, 8, 5, 9, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 7, 11, 2, 3, 1, 6, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 7, 4, 1, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 7, 9, 1, 6, 2, 8, 5, 1, 6, 1, 3, 1, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 8, 2, 8, 7, 6, 9, 2, 8, 4, 3, 5, 7, 7] f(x) = 0.06142373805153231
Best solution in generation 16 is: x = [9, 10, 5, 4, 2, 10, 10, 8, 5, 9, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 7, 11, 2, 3, 1, 6, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 7, 4, 1, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 7, 9, 1, 6, 2, 8, 5, 1, 6, 1, 3, 1, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 8, 2, 8, 7, 6, 9, 2, 8, 4, 3, 5, 7, 7] f(x) = 0.06142373805153231
Best solution in generation 17 is: x = [9, 10, 5, 4, 2, 10, 10, 8, 5, 9, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 7, 11, 2, 3, 1, 6, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 7, 4, 1, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 7, 9, 1, 6, 2, 8, 5, 1, 6, 1, 3, 1, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 8, 2, 8, 7, 6, 9, 2, 8, 4, 3, 5, 7, 7] f(x) = 0.06142373805153231
Best solution in generation 18 is: x = [9, 10, 5, 1, 2, 10, 10, 9, 5, 6, 4, 11, 2, 7, 5, 3, 5, 7, 4, 4, 7, 11, 10, 10, 7, 11, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 1, 4, 1, 2, 5, 1, 4, 7, 6, 2, 1, 1, 1, 3, 9, 7, 3, 3, 4, 4, 4, 7, 9, 8, 11, 1, 9, 9, 3, 9, 1, 6, 3, 9, 5, 1, 6, 1, 3, 3, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 8, 1, 9, 9, 3, 8, 2, 8, 7, 6, 3, 1, 11, 6, 3, 5, 7, 7] f(x) = 0.061881366303135225
Best solution in generation 19 is: x = [9, 10, 5, 1, 2, 10, 10, 9, 5, 6, 4, 11, 2, 7, 5, 3, 5, 7, 4, 4, 7, 11, 10, 10, 7, 11, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 1, 4, 1, 2, 5, 1, 4, 7, 6, 2, 1, 1, 1, 3, 9, 7, 3, 3, 4, 4, 4, 7, 9, 8, 11, 1, 9, 9, 3, 9, 1, 6, 3, 9, 5, 1, 6, 1, 3, 3, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 8, 1, 9, 9, 3, 8, 2, 8, 7, 6, 3, 1, 11, 6, 3, 5, 7, 7] f(x) = 0.061881366303135225
Best solution in generation 20 is: x = [9, 10, 5, 4, 2, 10, 10, 8, 5, 9, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 4, 11, 2, 3, 1, 6, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 7, 4, 1, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 7, 2, 1, 6, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 3, 2, 8, 7, 6, 9, 2, 8, 4, 3, 5, 7, 7] f(x) = 0.06659647986178624
Best solution in generation 21 is: x = [9, 10, 5, 4, 2, 10, 10, 8, 5, 9, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 4, 11, 2, 3, 1, 6, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 7, 4, 1, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 9, 2, 1, 6, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 3, 2, 8, 7, 6, 9, 2, 8, 4, 3, 5, 7, 7] f(x) = 0.06970989453982676
Best solution in generation 22 is: x = [9, 10, 5, 4, 2, 10, 10, 8, 5, 9, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 4, 11, 2, 3, 1, 6, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 7, 4, 4, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 9, 2, 1, 6, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 3, 2, 8, 7, 6, 9, 2, 8, 4, 3, 5, 7, 7] f(x) = 0.071864346645688
Best solution in generation 23 is: x = [9, 10, 5, 4, 2, 10, 10, 8, 5, 9, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 4, 11, 2, 3, 2, 6, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 7, 4, 4, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 9, 2, 1, 6, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 3, 2, 8, 7, 6, 9, 2, 8, 4, 3, 5, 7, 7] f(x) = 0.07484407217157497
Best solution in generation 24 is: x = [9, 10, 5, 4, 2, 10, 10, 8, 5, 9, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 4, 11, 2, 3, 2, 6, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 7, 4, 4, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 9, 2, 1, 6, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 3, 2, 8, 7, 6, 9, 2, 8, 4, 3, 5, 7, 7] f(x) = 0.07484407217157497
Best solution in generation 25 is: x = [9, 10, 5, 4, 2, 10, 10, 8, 5, 9, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 4, 11, 2, 3, 2, 6, 5, 2, 4, 7, 3, 3, 6, 3, 5, 4, 2, 7, 4, 4, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 9, 2, 1, 6, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 8, 2, 8, 7, 6, 9, 2, 8, 4, 3, 5, 7, 7] f(x) = 0.07597785901964754
Best solution in generation 26 is: x = [9, 10, 5, 4, 2, 10, 10, 8, 5, 9, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 4, 11, 2, 3, 2, 6, 5, 2, 4, 7, 3, 3, 6, 3, 5, 4, 2, 7, 4, 4, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 8, 9, 2, 1, 6, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 8, 2, 8, 7, 6, 9, 3, 8, 4, 3, 5, 7, 7] f(x) = 0.07741244646006588
Best solution in generation 27 is: x = [9, 10, 5, 4, 2, 10, 10, 8, 5, 9, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 4, 11, 2, 3, 2, 6, 5, 2, 4, 7, 3, 3, 6, 3, 5, 4, 2, 7, 4, 4, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 8, 9, 2, 1, 6, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 8, 2, 8, 7, 6, 9, 3, 8, 4, 3, 5, 7, 7] f(x) = 0.07741244646006588
Best solution in generation 28 is: x = [9, 10, 5, 4, 2, 10, 10, 8, 5, 9, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 4, 11, 2, 3, 2, 6, 5, 2, 4, 7, 3, 3, 6, 3, 5, 4, 2, 7, 4, 4, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 1, 8, 9, 2, 1, 6, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 8, 2, 8, 7, 6, 9, 3, 8, 4, 3, 5, 7, 7] f(x) = 0.07743301402193568
Best solution in generation 29 is: x = [9, 10, 8, 4, 2, 10, 10, 8, 5, 2, 4, 11, 2, 7, 5, 8, 5, 7, 11, 4, 4, 11, 2, 3, 2, 6, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 7, 4, 4, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 9, 2, 1, 6, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 3, 2, 8, 7, 6, 9, 2, 8, 4, 3, 5, 7, 7] f(x) = 0.07917611489040102
Best solution in generation 30 is: x = [9, 10, 8, 4, 2, 10, 10, 8, 5, 2, 4, 11, 2, 7, 5, 8, 5, 7, 11, 4, 4, 11, 2, 3, 2, 6, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 7, 4, 4, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 9, 2, 1, 6, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 3, 2, 8, 7, 6, 9, 2, 8, 4, 3, 5, 7, 7] f(x) = 0.07917611489040102
Best solution in generation 31 is: x = [9, 10, 8, 4, 2, 10, 10, 8, 5, 2, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 4, 11, 2, 3, 2, 6, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 7, 4, 4, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 9, 7, 1, 6, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 3, 2, 8, 7, 6, 9, 2, 8, 4, 3, 5, 7, 7] f(x) = 0.08412775541055471
Best solution in generation 32 is: x = [9, 10, 8, 4, 2, 10, 10, 8, 5, 2, 4, 11, 2, 7, 5, 8, 5, 2, 4, 4, 4, 11, 2, 3, 2, 6, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 7, 4, 4, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 9, 7, 1, 6, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 3, 2, 8, 7, 6, 9, 2, 8, 4, 3, 5, 7, 7] f(x) = 0.08515613350404456
Best solution in generation 33 is: x = [9, 10, 8, 4, 2, 10, 10, 8, 5, 2, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 4, 11, 2, 3, 2, 6, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 7, 4, 4, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 9, 7, 1, 6, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 3, 2, 8, 7, 6, 9, 2, 8, 4, 3, 2, 7, 7] f(x) = 0.08639532910669984
Best solution in generation 34 is: x = [9, 10, 8, 4, 2, 10, 10, 8, 5, 2, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 4, 11, 2, 3, 2, 6, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 7, 4, 4, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 9, 7, 1, 6, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 3, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 3, 2, 8, 7, 6, 9, 2, 8, 4, 3, 2, 7, 7] f(x) = 0.08737485924074892
Best solution in generation 35 is: x = [9, 10, 8, 4, 2, 10, 10, 8, 5, 2, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 4, 11, 2, 3, 2, 6, 5, 2, 4, 7, 3, 6, 6, 3, 5, 4, 2, 7, 4, 4, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 9, 7, 1, 11, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 3, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 3, 2, 8, 7, 6, 9, 2, 8, 4, 3, 2, 7, 7] f(x) = 0.08740056869308618
Best solution in generation 36 is: x = [9, 10, 8, 4, 2, 10, 10, 8, 5, 2, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 4, 11, 2, 3, 2, 6, 5, 2, 4, 7, 3, 3, 6, 3, 5, 4, 2, 7, 4, 4, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 9, 7, 1, 11, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 3, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 3, 3, 8, 7, 6, 9, 2, 8, 4, 3, 2, 7, 7] f(x) = 0.09061682118047569
Best solution in generation 37 is: x = [9, 10, 8, 4, 2, 10, 10, 8, 5, 2, 4, 11, 2, 7, 5, 8, 5, 7, 4, 4, 4, 11, 2, 3, 2, 6, 5, 2, 4, 7, 3, 3, 6, 3, 5, 4, 2, 7, 4, 4, 2, 2, 1, 4, 7, 11, 2, 2, 3, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 9, 7, 1, 11, 2, 8, 5, 1, 6, 3, 3, 1, 3, 6, 3, 7, 3, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 3, 3, 8, 7, 6, 9, 2, 8, 4, 3, 2, 7, 7] f(x) = 0.09061682118047569
Best solution in generation 38 is: x = [9, 10, 8, 4, 2, 10, 10, 1, 5, 2, 4, 11, 2, 7, 5, 1, 5, 2, 4, 4, 4, 11, 2, 3, 2, 6, 5, 2, 4, 7, 3, 6, 7, 3, 5, 4, 2, 7, 4, 4, 2, 2, 10, 4, 7, 11, 2, 2, 11, 2, 1, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 9, 7, 1, 6, 2, 8, 5, 1, 6, 3, 3, 3, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 3, 2, 8, 7, 6, 9, 2, 8, 4, 3, 2, 7, 7] f(x) = 0.09272242532689615
Best solution in generation 39 is: x = [9, 10, 8, 4, 2, 10, 10, 1, 5, 2, 4, 11, 2, 7, 5, 1, 5, 2, 4, 4, 4, 11, 2, 3, 2, 6, 5, 2, 4, 7, 3, 6, 7, 3, 5, 4, 2, 7, 4, 4, 2, 2, 10, 4, 7, 11, 2, 2, 11, 2, 8, 9, 5, 3, 3, 4, 4, 4, 9, 9, 8, 11, 1, 9, 9, 9, 7, 1, 6, 2, 8, 5, 1, 6, 3, 3, 3, 3, 6, 3, 7, 5, 1, 4, 3, 1, 3, 3, 7, 1, 10, 3, 3, 2, 8, 7, 6, 9, 2, 8, 4, 3, 2, 7, 7] f(x) = 0.0927584185601683
