Best solution in generation 13 is: x = [10, 2, 6, 7, 8, 1, 8, 1, 10, 1, 6, 9, 11, 2, 1, 6, 11, 3, 7, 5, 9, 7, 4, 2, 6, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 3, 10, 11, 2, 7, 6, 10, 2, 2, 4, 7, 1, 3, 1, 2, 2, 3, 11, 7, 7, 11] f(x) = 0.08465843914402135
Best solution in generation 14 is: x = [10, 3, 6, 7, 8, 2, 8, 1, 10, 7, 6, 9, 11, 2, 1, 6, 11, 3, 7, 5, 9, 7, 4, 2, 6, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 4, 10, 2, 2, 4, 5, 1, 3, 1, 2, 2, 3, 11, 7, 7, 11] f(x) = 0.09090819192278803
Best solution in generation 15 is: x = [10, 3, 6, 7, 8, 2, 8, 1, 10, 7, 6, 9, 11, 2, 1, 6, 11, 3, 7, 5, 9, 7, 4, 2, 6, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 4, 10, 2, 2, 4, 5, 1, 3, 1, 2, 2, 3, 11, 7, 7, 11] f(x) = 0.09090819192278803
Best solution in generation 16 is: x = [10, 3, 6, 7, 8, 2, 8, 1, 10, 5, 6, 1, 11, 2, 1, 6, 11, 3, 7, 5, 11, 7, 4, 2, 6, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 4, 10, 2, 2, 4, 5, 1, 3, 1, 2, 2, 3, 11, 7, 7, 11] f(x) = 0.09260907400814859
Best solution in generation 17 is: x = [10, 3, 6, 7, 8, 2, 2, 1, 10, 5, 6, 1, 11, 2, 1, 6, 11, 3, 7, 5, 11, 7, 4, 2, 6, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 5, 1, 3, 1, 2, 2, 3, 11, 7, 7, 11] f(x) = 0.09674261302954808
Best solution in generation 18 is: x = [10, 3, 6, 7, 8, 2, 2, 1, 10, 5, 6, 1, 11, 2, 1, 6, 11, 3, 7, 5, 11, 7, 4, 2, 6, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 2, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.10281436652031167
Best solution in generation 19 is: x = [10, 3, 6, 7, 8, 2, 2, 1, 10, 5, 6, 1, 11, 2, 1, 6, 11, 3, 7, 5, 11, 7, 4, 2, 6, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 2, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.10281436652031167
Best solution in generation 20 is: x = [10, 3, 6, 7, 6, 4, 9, 3, 10, 7, 7, 9, 11, 3, 1, 6, 11, 3, 7, 5, 8, 7, 4, 2, 6, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 3, 10, 2, 2, 7, 6, 10, 2, 2, 4, 7, 1, 2, 1, 8, 9, 3, 11, 7, 7, 8] f(x) = 0.10835212214706684
Best solution in generation 21 is: x = [10, 3, 6, 7, 8, 2, 2, 1, 10, 7, 10, 1, 11, 2, 1, 6, 11, 3, 7, 5, 11, 7, 4, 2, 6, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 2, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.11118033305644551
Best solution in generation 22 is: x = [10, 3, 6, 7, 8, 2, 2, 1, 10, 5, 6, 1, 11, 2, 1, 7, 11, 3, 7, 5, 11, 7, 4, 2, 6, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 5, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.11175388631778799
Best solution in generation 23 is: x = [10, 3, 6, 7, 8, 2, 2, 1, 10, 5, 6, 1, 11, 2, 1, 7, 11, 3, 7, 5, 11, 7, 4, 2, 6, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 5, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.11175388631778799
Best solution in generation 24 is: x = [10, 3, 6, 7, 8, 2, 2, 1, 10, 5, 6, 1, 11, 2, 1, 7, 11, 3, 7, 5, 11, 7, 4, 2, 1, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 5, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.11383054467782128
Best solution in generation 25 is: x = [10, 3, 6, 7, 8, 2, 2, 1, 10, 5, 6, 1, 11, 2, 1, 7, 11, 3, 7, 5, 11, 7, 4, 2, 1, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 5, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.11383054467782128
Best solution in generation 26 is: x = [10, 3, 6, 7, 8, 2, 2, 1, 10, 5, 6, 1, 11, 2, 1, 7, 11, 3, 7, 5, 11, 7, 4, 2, 1, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 5, 3, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.11721253114987543
Best solution in generation 27 is: x = [10, 3, 6, 7, 8, 2, 2, 1, 10, 7, 10, 1, 11, 2, 1, 6, 11, 3, 7, 5, 11, 7, 4, 2, 6, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 10, 11, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 7, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.11776630671255083
Best solution in generation 28 is: x = [10, 3, 6, 7, 8, 2, 2, 1, 10, 7, 10, 1, 11, 2, 1, 6, 11, 3, 7, 5, 11, 7, 4, 2, 6, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 10, 11, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 7, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.11776630671255083
Best solution in generation 29 is: x = [10, 3, 6, 7, 8, 2, 2, 1, 10, 5, 6, 1, 11, 2, 1, 7, 11, 3, 7, 9, 11, 7, 4, 2, 7, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 5, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.12387761560064858
Best solution in generation 30 is: x = [10, 3, 6, 7, 8, 2, 2, 1, 10, 5, 6, 1, 11, 2, 1, 7, 11, 3, 7, 9, 11, 7, 4, 2, 7, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 5, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.12387761560064858
Best solution in generation 31 is: x = [10, 3, 6, 7, 8, 2, 2, 1, 10, 5, 6, 1, 11, 2, 1, 7, 11, 3, 7, 9, 11, 7, 4, 2, 7, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 5, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.12387761560064858
Best solution in generation 32 is: x = [10, 3, 6, 7, 8, 2, 2, 1, 10, 2, 10, 1, 11, 2, 1, 7, 11, 3, 7, 9, 11, 7, 4, 2, 7, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 5, 1, 2, 3, 3, 11, 7, 7, 5] f(x) = 0.1312151418060993
Best solution in generation 33 is: x = [10, 3, 6, 7, 10, 2, 2, 1, 10, 2, 10, 1, 11, 2, 1, 7, 11, 3, 7, 9, 11, 7, 4, 2, 7, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 5, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.13716822910486118
Best solution in generation 34 is: x = [10, 3, 6, 7, 10, 2, 2, 1, 10, 2, 10, 1, 11, 2, 1, 7, 11, 3, 7, 9, 11, 7, 4, 2, 7, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 5, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.13716822910486118
Best solution in generation 35 is: x = [10, 3, 6, 7, 10, 2, 2, 1, 10, 2, 10, 1, 11, 2, 1, 7, 11, 3, 7, 9, 11, 7, 4, 2, 7, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 5, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.13716822910486118
Best solution in generation 36 is: x = [10, 3, 6, 7, 10, 2, 2, 1, 10, 2, 10, 1, 11, 2, 1, 7, 11, 3, 7, 9, 11, 7, 4, 2, 7, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 5, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.13716822910486118
Best solution in generation 37 is: x = [10, 3, 6, 10, 1, 2, 2, 1, 10, 2, 6, 1, 11, 2, 1, 7, 11, 3, 7, 5, 7, 1, 4, 2, 1, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 11, 2, 11, 6, 10, 11, 2, 7, 6, 10, 9, 2, 4, 1, 1, 5, 1, 2, 2, 2, 11, 7, 7, 5] f(x) = 0.13724733989952917
Best solution in generation 38 is: x = [10, 3, 6, 7, 7, 2, 2, 1, 10, 2, 10, 1, 11, 2, 1, 7, 11, 3, 7, 6, 11, 7, 4, 2, 7, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 5, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.13981844072623686
Best solution in generation 39 is: x = [10, 3, 6, 7, 7, 2, 2, 1, 10, 2, 10, 1, 11, 2, 1, 7, 11, 3, 7, 6, 11, 7, 4, 2, 7, 3, 3, 3, 11, 5, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 5, 1, 2, 2, 3, 11, 7, 7, 5] f(x) = 0.13981844072623686
Best solution in generation 40 is: x = [10, 3, 2, 10, 5, 2, 2, 8, 10, 2, 10, 1, 11, 2, 1, 7, 11, 3, 7, 3, 7, 7, 4, 2, 1, 3, 3, 3, 11, 5, 3, 11, 2, 11, 1, 4, 2, 1, 11, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 5, 3, 6, 2, 3, 11, 7, 7, 5] f(x) = 0.1465428582730112
Best solution in generation 41 is: x = [10, 3, 6, 7, 8, 2, 2, 1, 10, 2, 6, 1, 11, 2, 1, 7, 11, 3, 7, 5, 11, 7, 3, 2, 1, 3, 3, 3, 11, 5, 4, 3, 7, 11, 1, 4, 2, 1, 11, 2, 11, 6, 10, 11, 10, 7, 6, 10, 5, 2, 4, 7, 1, 5, 1, 2, 2, 2, 11, 7, 7, 5] f(x) = 0.14794707487836695
Best solution in generation 42 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 4, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 2, 4, 7, 1, 5, 3, 3, 1, 2, 11, 7, 7, 5] f(x) = 0.1576183695265217
Best solution in generation 43 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 6, 4, 7, 1, 5, 3, 3, 1, 2, 11, 7, 7, 5] f(x) = 0.16307701435860894
Best solution in generation 44 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 6, 4, 7, 1, 5, 3, 3, 1, 2, 11, 7, 7, 5] f(x) = 0.16307701435860894
Best solution in generation 45 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 6, 4, 7, 1, 5, 3, 3, 1, 2, 11, 7, 7, 5] f(x) = 0.16307701435860894
Best solution in generation 46 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 6, 4, 7, 1, 5, 3, 3, 1, 2, 11, 7, 7, 5] f(x) = 0.16307701435860894
Best solution in generation 47 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 6, 4, 7, 1, 5, 3, 3, 1, 2, 11, 7, 7, 5] f(x) = 0.16307701435860894
Best solution in generation 48 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 6, 4, 7, 1, 5, 3, 3, 1, 2, 11, 7, 7, 5] f(x) = 0.16307701435860894
Best solution in generation 49 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 6, 4, 7, 1, 5, 3, 3, 1, 2, 11, 7, 7, 5] f(x) = 0.16307701435860894
Best solution in generation 50 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 1, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 6, 4, 7, 1, 5, 3, 3, 1, 2, 11, 7, 7, 5] f(x) = 0.16307701435860894
Best solution in generation 51 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 11, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 6, 4, 7, 1, 5, 3, 3, 1, 2, 11, 7, 7, 5] f(x) = 0.16669633321466687
Best solution in generation 52 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 11, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 6, 4, 7, 1, 5, 3, 3, 1, 2, 11, 7, 7, 5] f(x) = 0.16669633321466687
Best solution in generation 53 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 11, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 6, 4, 7, 1, 5, 3, 3, 1, 2, 11, 7, 7, 5] f(x) = 0.16669633321466687
Best solution in generation 54 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 4, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 11, 2, 11, 6, 10, 11, 2, 7, 6, 10, 10, 6, 4, 7, 1, 5, 3, 3, 1, 2, 11, 7, 7, 5] f(x) = 0.17045409596139366
Best solution in generation 55 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 11, 2, 11, 3, 10, 11, 2, 7, 6, 10, 10, 6, 4, 7, 1, 5, 3, 9, 2, 2, 11, 7, 7, 5] f(x) = 0.17868161860685872
Best solution in generation 56 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 11, 2, 11, 3, 10, 11, 2, 7, 6, 10, 10, 6, 4, 7, 1, 5, 3, 9, 2, 2, 11, 7, 7, 5] f(x) = 0.17868161860685872
Best solution in generation 57 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 11, 2, 11, 3, 10, 11, 2, 7, 6, 10, 2, 6, 4, 7, 1, 5, 3, 9, 2, 2, 11, 7, 7, 5] f(x) = 0.18158894031090517
Best solution in generation 58 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 11, 2, 11, 3, 10, 11, 7, 7, 8, 10, 10, 6, 4, 7, 1, 5, 3, 7, 2, 2, 11, 7, 7, 5] f(x) = 0.18506981527629426
Best solution in generation 59 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 11, 2, 11, 3, 10, 11, 7, 7, 8, 10, 10, 6, 4, 7, 1, 5, 3, 7, 2, 2, 11, 7, 7, 5] f(x) = 0.18506981527629426
Best solution in generation 60 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 11, 2, 11, 3, 10, 11, 7, 7, 8, 10, 10, 6, 4, 7, 1, 5, 3, 7, 2, 2, 11, 7, 7, 5] f(x) = 0.18506981527629426
Best solution in generation 61 is: x = [10, 3, 6, 7, 6, 2, 2, 5, 10, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 7, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 1, 11, 2, 11, 3, 10, 11, 7, 7, 8, 10, 10, 6, 4, 7, 1, 5, 3, 7, 2, 2, 11, 7, 7, 5] f(x) = 0.18506981527629426
Best solution in generation 62 is: x = [10, 3, 6, 7, 6, 2, 2, 3, 7, 2, 10, 1, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 5, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 11, 11, 2, 11, 3, 10, 11, 2, 7, 6, 10, 10, 6, 4, 7, 1, 5, 3, 9, 2, 2, 11, 7, 7, 5] f(x) = 0.18843202404968143
Best solution in generation 63 is: x = [10, 3, 6, 7, 6, 2, 2, 3, 7, 2, 10, 6, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 5, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 11, 11, 2, 11, 3, 10, 11, 2, 7, 6, 10, 10, 6, 4, 7, 1, 5, 3, 9, 2, 2, 11, 7, 7, 5] f(x) = 0.18857046794035032
Best solution in generation 64 is: x = [10, 3, 6, 7, 6, 2, 2, 3, 7, 2, 10, 6, 11, 2, 1, 7, 7, 3, 7, 3, 7, 7, 4, 2, 5, 3, 3, 3, 11, 7, 3, 3, 7, 11, 1, 4, 2, 11, 11, 2, 11, 3, 10, 11, 2, 7, 6, 10, 10, 6, 4, 7, 1, 5, 3, 9, 2, 2, 11, 7, 7, 5] f(x) = 0.18857046794035032
